561,0,0,-2,1
562,1,1,2,2
563,1,0,1,1
564,0,0,-2,1
565,1,0,1,2
566,1,0,1,2
567,0,1,-1,-1
568,1,0,1,2
569,1,0,1,-2
570,1,0,1,-1
571,1,0,1,-1
572,1,0,1,-2
573,1,1,2,2
574,0,1,-1,-1
575,1,0,1,2
576,1,0,1,-2
577,0,1,-1,1
578,0,0,-2,-2
579,1,1,2,2
580,0,0,-2,-1
581,1,0,1,2
582,1,0,1,-2
583,1,1,2,-1
584,0,0,-2,-2
585,1,0,1,2
586,0,1,-1,-2
587,0,1,-1,-2
588,1,1,2,2
589,1,0,1,2
590,1,1,2,1
591,1,0,1,2
592,0,0,-2,-2
593,1,1,2,1
594,0,0,-2,-2
595,0,1,-1,1
596,1,0,1,1
597,1,0,1,-1
598,0,1,-1,-1
599,1,0,1,-2
600,0,0,-2,-2
601,0,0,-2,2
602,1,1,2,2
603,0,0,-2,1
604,0,1,-1,-2
605,0,1,-1,1
606,1,0,1,2
607,0,0,-2,-1
608,1,0,1,-1
609,0,0,-2,1
610,0,1,-1,-1
611,1,1,2,-2
612,0,1,-1,1
613,0,0,-2,-2
614,1,0,1,1
615,1,1,2,2
616,1,1,2,2
617,1,1,2,1
618,1,0,1,1
619,1,0,1,-2
620,0,1,-1,2
621,1,1,2,1
622,1,1,2,1
623,1,0,1,-2
624,0,1,-1,-2
625,0,0,-2,-2
626,0,0,-2,1
627,0,1,-1,-1
628,1,0,1,-1
629,0,0,-2,-1
630,0,1,-1,1
631,1,1,2,1
632,1,1,2,-2
633,0,1,-1,-1
634,1,0,1,2
635,0,1,-1,-2
636,0,0,-2,-1
637,1,1,2,-1
638,1,0,1,1
639,1,0,1,2
640,0,1,-1,-2
641,1,0,1,1
642,1,1,2,-1
643,1,1,2,-1
644,0,1,-1,-1
645,0,1,-1,2
646,1,0,1,-2
647,1,0,1,2
648,0,0,-2,1
649,0,0,-2,1
650,1,1,2,-1
651,1,0,1,1
652,1,1,2,1
653,0,0,-2,-2
654,1,0,1,1
655,1,0,1,-1
656,1,1,2,1
657,1,1,2,-1
658,0,0,-2,1
659,1,1,2,-2
660,0,0,-2,1
661,1,0,1,-1
662,1,0,1,-2
663,0,0,-2,1
664,1,0,1,1
665,0,0,-2,2
666,0,0,-2,1
667,1,0,1,2
668,0,1,-1,-1
669,1,0,1,-2
670,0,1,-1,-2
671,0,1,-1,-2
672,1,1,2,-2
673,0,0,-2,1
674,0,1,-1,1
675,0,0,-2,2
676,1,0,1,-2
677,1,1,2,1
678,0,0,-2,1
679,0,1,-1,1
680,0,0,-2,-2
681,1,1,2,-1
682,1,1,2,1
683,1,0,1,2
684,1,1,2,-2
685,1,1,2,2
686,1,1,2,-2
687,1,0,1,1
688,0,0,-2,1
689,0,1,-1,1
690,0,0,-2,2
691,0,1,-1,1
692,1,1,2,-1
693,1,1,2,-2
694,0,1,-1,-1
695,0,0,-2,1
696,1,1,2,2
697,0,1,-1,-2
698,0,1,-1,1
699,0,0,-2,1
700,0,1,-1,-2
701,1,1,2,-2
702,0,1,-1,-2
703,0,0,-2,-2
704,1,1,2,-2
705,0,1,-1,-1
706,1,0,1,-1
707,1,0,1,-1
708,0,1,-1,1
709,0,1,-1,-1
710,0,0,-2,-2
711,1,1,2,2
712,1,1,2,2
713,1,1,2,-2
714,1,0,1,1
715,0,1,-1,1
716,0,0,-2,-2
717,0,0,-2,-2
718,0,1,-1,2
719,1,1,2,-1
720,0,1,-1,-2
721,0,0,-2,2
722,1,0,1,-2
723,1,1,2,-1
724,1,0,1,1
725,1,1,2,1
726,1,1,2,-1
727,1,0,1,2
728,1,0,1,-1
729,1,0,1,2
730,0,1,-1,1
731,0,0,-2,1
732,1,1,2,-2
733,1,0,1,-2
734,1,0,1,2
735,0,0,-2,2
736,0,0,-2,-2
737,1,1,2,2
738,1,1,2,-1
739,0,0,-2,-1
740,0,0,-2,-1
741,1,0,1,-2
742,0,0,-2,2
743,0,0,-2,1
744,1,1,2,-2
745,0,0,-2,-1
746,1,0,1,-1
747,1,1,2,2
748,0,0,-2,-2
749,1,1,2,-2
750,1,0,1,1
751,0,0,-2,-2
752,0,0,-2,1
753,0,1,-1,2
754,0,0,-2,-1
755,1,0,1,-2
756,0,1,-1,-1
757,0,0,-2,2
758,1,0,1,-2
759,0,0,-2,-2
760,0,0,-2,2
761,1,0,1,2
762,0,1,-1,-1
763,1,0,1,-2
764,0,1,-1,-1
765,1,1,2,1
766,0,0,-2,-1
767,0,0,-2,2
768,0,0,-2,-2
769,1,1,2,-1
770,1,1,2,2
771,1,0,1,2
772,1,1,2,1
773,1,0,1,-2
774,1,0,1,-1
775,0,0,-2,-2
776,0,0,-2,-2
777,0,0,-2,1
778,0,0,-2,1
779,1,0,1,-1
780,1,0,1,-2
781,0,0,-2,2
782,1,0,1,-1
783,0,1,-1,-1
784,1,1,2,1
785,1,1,2,-2
786,0,1,-1,-1
787,0,1,-1,2
788,0,1,-1,1
789,0,1,-1,-2
790,1,1,2,1
791,1,0,1,1
792,1,0,1,2
793,0,1,-1,-2
794,0,1,-1,1
795,1,0,1,-1
796,0,0,-2,2
797,0,1,-1,2
798,0,1,-1,1
799,0,0,-2,-2
800,0,0,-2,1
801,0,0,-2,-1
802,0,1,-1,-2
803,0,1,-1,2
804,0,1,-1,1
805,0,1,-1,1
806,1,0,1,-2
807,0,0,-2,-1
808,0,0,-2,-2
809,1,0,1,1
810,1,1,2,1
811,0,1,-1,-1
812,1,1,2,1
813,0,0,-2,-2
814,1,0,1,2
815,1,1,2,2
816,0,0,-2,1
817,0,1,-1,-1
818,0,1,-1,-1
819,1,1,2,2
820,1,1,2,-1
821,1,0,1,-1
822,0,0,-2,2
823,1,0,1,2
824,1,1,2,-1
825,1,1,2,-2
826,0,0,-2,-2
827,0,0,-2,-2
828,0,1,-1,2
829,0,1,-1,-1
830,1,1,2,2
831,0,0,-2,1
832,1,1,2,-2
833,0,0,-2,1
834,1,1,2,-2
835,1,1,2,-1
836,1,1,2,2
837,1,1,2,-1
838,1,1,2,1
839,0,0,-2,2
840,0,0,-2,-2
841,1,0,1,1
842,1,1,2,1
843,1,0,1,1
844,0,0,-2,-1
845,1,1,2,2
846,0,1,-1,1
847,1,0,1,-1
848,0,1,-1,2
849,0,1,-1,-2
850,0,1,-1,-1
851,0,1,-1,2
852,1,1,2,-2
853,1,0,1,2
854,1,1,2,-2
855,1,1,2,1
856,0,0,-2,1
857,1,0,1,2
858,0,1,-1,-2
859,0,0,-2,-2
860,1,1,2,1
861,0,1,-1,-1
862,0,1,-1,2
863,1,1,2,1
864,0,0,-2,-1
865,1,1,2,2
866,0,0,-2,1
867,0,0,-2,-2
868,0,0,-2,2
869,1,1,2,2
870,1,0,1,-2
871,0,0,-2,1
872,0,0,-2,1
873,1,0,1,-2
874,1,1,2,2
875,1,1,2,-1
876,1,1,2,2
877,0,0,-2,-1
878,1,0,1,2
879,1,1,2,2
880,1,0,1,2
881,0,1,-1,-1
882,1,1,2,-2
883,1,0,1,-1
884,0,1,-1,-2
885,1,1,2,-2
886,1,0,1,1
887,0,1,-1,1
888,0,1,-1,-2
889,0,0,-2,2
890,0,1,-1,-1
891,1,1,2,1
892,1,1,2,2
893,1,1,2,-1
894,1,1,2,-1
895,1,0,1,1
896,1,0,1,-1
897,0,1,-1,-2
898,0,1,-1,-1
899,0,1,-1,-2
900,1,1,2,2
901,1,0,1,-2
902,1,0,1,1
903,1,1,2,-1
904,1,0,1,2
905,1,0,1,-2
906,1,1,2,2
907,1,1,2,-1
908,1,1,2,1
909,1,0,1,-1
910,0,1,-1,-1
911,0,0,-2,2
912,0,0,-2,-2
913,1,1,2,-2
914,1,1,2,-1
915,0,1,-1,2
916,1,0,1,-2
917,1,1,2,1
918,1,0,1,1
919,0,0,-2,2
920,0,0,-2,2
921,1,0,1,-2
922,0,1,-1,-2
923,0,0,-2,-2
924,1,0,1,-1
925,1,0,1,1
926,1,0,1,-1
927,0,1,-1,2
928,1,0,1,-2
929,0,0,-2,-1
930,1,0,1,-2
931,1,1,2,1
932,0,1,-1,-2
933,1,0,1,1
934,1,1,2,1
935,1,0,1,2
936,0,0,-2,2
937,1,0,1,-1
938,1,1,2,2
939,1,0,1,-1
940,0,0,-2,-2
941,1,1,2,-1
942,0,1,-1,2
943,0,1,-1,-2
944,0,0,-2,1
945,0,1,-1,-1
946,0,1,-1,-2
947,0,1,-1,-2
948,0,1,-1,-1
949,0,1,-1,2
950,0,0,-2,2
951,1,1,2,-2
952,0,1,-1,-2
953,1,0,1,-2
954,0,0,-2,-2
955,0,1,-1,-1
956,1,1,2,-2
957,1,0,1,2
958,0,0,-2,-1
959,0,0,-2,-2
960,0,1,-1,-1
961,1,0,1,-2
962,0,1,-1,1
963,1,0,1,1
964,0,0,-2,1
965,1,1,2,-1
966,1,1,2,-1
967,1,1,2,-2
968,0,1,-1,-2
969,1,1,2,-2
970,0,1,-1,1
971,1,0,1,-1
972,0,0,-2,1
973,1,1,2,-1
974,0,0,-2,-2
975,0,1,-1,2
976,1,1,2,-1
977,1,0,1,1
978,0,0,-2,1
979,0,0,-2,2
980,0,0,-2,-2
981,0,0,-2,1
982,1,0,1,-2
983,1,0,1,-2
984,1,1,2,-1
985,1,0,1,1
986,1,0,1,-1
987,0,1,-1,-1
988,0,1,-1,1
989,0,1,-1,1
990,0,0,-2,-2
991,0,1,-1,2
992,0,1,-1,1
993,1,1,2,-2
994,0,0,-2,1
995,1,0,1,-1
996,1,0,1,1
997,1,0,1,-1
998,0,1,-1,2
999,1,0,1,-2
1000,0,0,-2,2
1001,0,0,-2,-1
1002,1,0,1,-2
1003,0,0,-2,1
1004,1,1,2,-2
1005,1,0,1,1
1006,0,0,-2,-1
1007,1,1,2,-2
1008,0,0,-2,2
1009,0,0,-2,-2
1010,0,0,-2,2
1011,0,1,-1,1
1012,0,0,-2,1
1013,0,1,-1,-1
1014,1,1,2,2
1015,0,0,-2,-2
1016,1,1,2,1
1017,1,0,1,-2
1018,1,1,2,-1
1019,0,1,-1,-1
1020,0,0,-2,1
1021,0,0,-2,-2
1022,1,1,2,1
1023,1,0,1,2
1024,0,0,-2,-2
1025,1,0,1,-2
1026,0,0,-2,2
1027,1,1,2,2
1028,0,1,-1,2
1029,0,0,-2,1
1030,1,1,2,2
1031,0,1,-1,-2
1032,1,1,2,1
1033,0,1,-1,1
1034,0,1,-1,-1
1035,1,1,2,1
1036,1,0,1,-1
1037,0,1,-1,-1
1038,1,1,2,-2
1039,0,1,-1,-1
1040,0,1,-1,-1
1041,1,1,2,-1
1042,1,1,2,2
1043,0,1,-1,1
1044,1,0,1,1
1045,0,0,-2,1
1046,0,0,-2,-1
1047,0,0,-2,-2
1048,0,1,-1,-2
1049,1,1,2,1
1050,1,1,2,2
1051,1,0,1,-2
1052,1,0,1,1
1053,1,0,1,-1
1054,1,0,1,-1
1055,1,0,1,-2
1056,0,1,-1,2
1057,1,0,1,-2
1058,0,0,-2,1
1059,0,1,-1,1
1060,1,1,2,-1
1061,1,1,2,1
1062,0,0,-2,1
1063,0,0,-2,1
1064,0,0,-2,-1
1065,0,1,-1,-2
1066,1,0,1,2
1067,1,0,1,2
1068,0,1,-1,-1
1069,1,1,2,1
1070,1,0,1,-1
1071,1,0,1,-1
1072,1,0,1,-1
1073,1,1,2,-2
1074,1,1,2,-1
1075,1,1,2,1
1076,1,0,1,2
1077,0,1,-1,1
1078,0,1,-1,1
1079,0,1,-1,2
1080,0,0,-2,1
1081,0,0,-2,-2
1082,0,1,-1,1
1083,0,1,-1,-1
1084,0,1,-1,2
1085,1,1,2,-1
1086,0,0,-2,1
1087,0,0,-2,1
1088,0,1,-1,1
1089,1,1,2,-2
1090,0,1,-1,1
1091,1,1,2,-2
1092,0,0,-2,2
1093,0,1,-1,1
1094,0,1,-1,2
1095,1,0,1,1
1096,1,1,2,-2
1097,1,0,1,-1
1098,1,1,2,2
1099,0,1,-1,2
1100,0,0,-2,1
1101,1,1,2,1
1102,1,0,1,-2
1103,0,1,-1,-1
1104,1,0,1,-1
1105,1,0,1,-1
1106,1,1,2,1
1107,1,1,2,2
1108,1,0,1,-1
1109,1,1,2,2
1110,1,1,2,1
1111,0,1,-1,-2
1112,1,1,2,-1
1113,0,0,-2,1
1114,0,0,-2,-1
1115,0,0,-2,1
1116,0,0,-2,-2
1117,0,1,-1,1
1118,1,1,2,1
1119,0,0,-2,-1
1120,1,0,1,1
1121,0,1,-1,-2
1122,0,1,-1,-2
1123,1,0,1,1
1124,0,1,-1,1
1125,0,1,-1,-2
1126,0,0,-2,-2
1127,1,0,1,-1
1128,1,0,1,2
1129,0,1,-1,2
1130,1,0,1,-2
1131,1,1,2,-1
1132,1,1,2,2
1133,1,0,1,-1
1134,1,0,1,-1
1135,1,1,2,1
1136,1,0,1,2
1137,0,0,-2,2
1138,0,1,-1,-1
1139,1,0,1,-1
1140,0,1,-1,1
1141,1,0,1,2
1142,0,0,-2,-1
1143,0,0,-2,-1
1144,1,0,1,1
1145,0,1,-1,2
1146,0,1,-1,2
1147,1,1,2,-1
1148,1,0,1,-2
1149,0,0,-2,-1
1150,0,1,-1,2
1151,1,0,1,-1
1152,1,1,2,2
1153,1,1,2,2
1154,1,1,2,-1
1155,1,0,1,-2
1156,0,1,-1,-1
1157,0,1,-1,-1
1158,1,1,2,-1
1159,1,0,1,2
1160,0,1,-1,2
1161,0,1,-1,-1
1162,0,1,-1,1
1163,0,1,-1,-1
1164,0,1,-1,-1
1165,0,0,-2,1
1166,0,1,-1,-1
1167,1,1,2,2
1168,0,0,-2,1
1169,0,0,-2,-1
1170,1,0,1,2
1171,0,1,-1,-1
1172,0,1,-1,-2
1173,1,1,2,-2
1174,1,1,2,-1
1175,0,1,-1,2
1176,1,0,1,1
1177,1,1,2,2
1178,0,0,-2,1
1179,0,0,-2,2
1180,1,0,1,-2
1181,0,1,-1,-2
1182,0,0,-2,1
1183,1,0,1,-2
1184,1,0,1,1
1185,1,0,1,1
1186,0,0,-2,-1
1187,0,1,-1,2
1188,1,1,2,1
1189,1,1,2,-1
1190,1,0,1,1
1191,0,1,-1,2
1192,1,1,2,-1
1193,0,1,-1,-1
1194,1,1,2,-2
1195,0,0,-2,2
1196,0,1,-1,-2
1197,1,1,2,-2
1198,0,1,-1,-2
1199,1,1,2,-1
1200,0,1,-1,-1
1201,1,0,1,1
1202,1,1,2,-2
1203,0,0,-2,-2
1204,1,1,2,1
1205,0,0,-2,-2
1206,1,0,1,-1
1207,0,1,-1,-1
1208,0,1,-1,-2
1209,1,0,1,-1
1210,1,1,2,-1
1211,0,0,-2,1
1212,1,0,1,-1
1213,0,0,-2,2
1214,1,1,2,-1
1215,0,0,-2,-2
1216,1,1,2,2
1217,0,0,-2,2
1218,1,0,1,-2
1219,0,1,-1,-2
1220,1,0,1,-2
1221,0,0,-2,-1
1222,1,0,1,1
1223,0,0,-2,-2
1224,1,1,2,-1
1225,1,1,2,-2
1226,0,0,-2,-2
1227,0,0,-2,2
1228,0,0,-2,2
1229,1,0,1,-2
1230,1,1,2,-1
1231,0,0,-2,-2
1232,0,0,-2,1
1233,0,0,-2,2
1234,1,0,1,1
1235,0,1,-1,2
1236,0,0,-2,2
1237,0,0,-2,-1
1238,1,0,1,1
1239,1,0,1,2
1240,0,0,-2,1
1241,0,0,-2,2
1242,0,0,-2,1
1243,1,1,2,-2
1244,0,1,-1,1
1245,1,0,1,-2
1246,0,0,-2,-2
1247,1,1,2,2
1248,0,1,-1,2
